,D009_GlobPlot,D009_GlobPlot,D009_GlobPlot,D009_GlobPlot,D025_RawMSA,D025_RawMSA,D025_RawMSA,D025_RawMSA,D033_DynaMine,D033_DynaMine,D033_DynaMine,D033_DynaMine
,tn,fp,fn,tp,tn,fp,fn,tp,tn,fp,fn,tp
0.547,,,,,217758.0,64233.0,21005.0,33599.0,280521.0,1398.0,54308.0,252.0
0.546,,,,,217561.0,64430.0,20952.0,33652.0,280491.0,1428.0,54303.0,257.0
0.545,,,,,217340.0,64651.0,20884.0,33720.0,280464.0,1455.0,54295.0,265.0
0.544,,,,,217143.0,64848.0,20816.0,33788.0,280439.0,1480.0,54291.0,269.0
0.543,,,,,216953.0,65038.0,20743.0,33861.0,280410.0,1509.0,54279.0,281.0
0.542,,,,,216789.0,65202.0,20672.0,33932.0,280372.0,1547.0,54273.0,287.0
0.541,,,,,216589.0,65402.0,20593.0,34011.0,280341.0,1578.0,54267.0,293.0
0.54,,,,,216377.0,65614.0,20512.0,34092.0,280297.0,1622.0,54254.0,306.0
0.539,,,,,216187.0,65804.0,20428.0,34176.0,280260.0,1659.0,54238.0,322.0
0.538,,,,,215973.0,66018.0,20364.0,34240.0,280228.0,1691.0,54231.0,329.0
0.537,,,,,215780.0,66211.0,20287.0,34317.0,280202.0,1717.0,54227.0,333.0
0.536,,,,,215591.0,66400.0,20217.0,34387.0,280159.0,1760.0,54216.0,344.0
0.535,,,,,215378.0,66613.0,20149.0,34455.0,280122.0,1797.0,54205.0,355.0
0.534,,,,,215174.0,66817.0,20061.0,34543.0,280091.0,1828.0,54192.0,368.0
0.533,,,,,214955.0,67036.0,19994.0,34610.0,280051.0,1868.0,54179.0,381.0
0.532,,,,,214748.0,67243.0,19902.0,34702.0,280016.0,1903.0,54166.0,394.0
0.531,,,,,214528.0,67463.0,19831.0,34773.0,279969.0,1950.0,54153.0,407.0
0.53,,,,,214322.0,67669.0,19744.0,34860.0,279918.0,2001.0,54140.0,420.0
0.529,,,,,214136.0,67855.0,19676.0,34928.0,279882.0,2037.0,54122.0,438.0
0.528,,,,,213944.0,68047.0,19606.0,34998.0,279844.0,2075.0,54106.0,454.0
0.527,,,,,213733.0,68258.0,19518.0,35086.0,279802.0,2117.0,54092.0,468.0
0.526,,,,,213521.0,68470.0,19431.0,35173.0,279754.0,2165.0,54076.0,484.0
0.525,,,,,213304.0,68687.0,19341.0,35263.0,279715.0,2204.0,54064.0,496.0
0.524,,,,,213075.0,68916.0,19260.0,35344.0,279665.0,2254.0,54051.0,509.0
0.523,,,,,212832.0,69159.0,19186.0,35418.0,279627.0,2292.0,54038.0,522.0
0.522,,,,,212592.0,69399.0,19100.0,35504.0,279587.0,2332.0,54027.0,533.0
0.521,,,,,212376.0,69615.0,18996.0,35608.0,279538.0,2381.0,54012.0,548.0
0.52,,,,,212115.0,69876.0,18906.0,35698.0,279481.0,2438.0,53995.0,565.0
0.519,,,,,211873.0,70118.0,18812.0,35792.0,279437.0,2482.0,53983.0,577.0
0.518,,,,,211646.0,70345.0,18723.0,35881.0,279376.0,2543.0,53967.0,593.0
0.517,,,,,211385.0,70606.0,18639.0,35965.0,279325.0,2594.0,53955.0,605.0
0.516,,,,,211114.0,70877.0,18576.0,36028.0,279282.0,2637.0,53933.0,627.0
0.515,,,,,210822.0,71169.0,18508.0,36096.0,279230.0,2689.0,53916.0,644.0
0.514,,,,,210519.0,71472.0,18435.0,36169.0,279167.0,2752.0,53900.0,660.0
0.513,,,,,210280.0,71711.0,18365.0,36239.0,279131.0,2788.0,53884.0,676.0
0.512,,,,,210026.0,71965.0,18277.0,36327.0,279091.0,2828.0,53869.0,691.0
0.511,,,,,209736.0,72255.0,18218.0,36386.0,279047.0,2872.0,53848.0,712.0
0.51,,,,,209474.0,72517.0,18148.0,36456.0,278992.0,2927.0,53824.0,736.0
0.509,,,,,209181.0,72810.0,18064.0,36540.0,278936.0,2983.0,53809.0,751.0
0.508,,,,,208920.0,73071.0,17984.0,36620.0,278860.0,3059.0,53786.0,774.0
0.507,,,,,208635.0,73356.0,17893.0,36711.0,278810.0,3109.0,53771.0,789.0
0.506,,,,,208352.0,73639.0,17798.0,36806.0,278750.0,3169.0,53750.0,810.0
0.505,,,,,208055.0,73936.0,17734.0,36870.0,278707.0,3212.0,53735.0,825.0
0.504,,,,,207759.0,74232.0,17654.0,36950.0,278627.0,3292.0,53708.0,852.0
0.503,,,,,207472.0,74519.0,17578.0,37026.0,278563.0,3356.0,53688.0,872.0
0.502,,,,,207202.0,74789.0,17490.0,37114.0,278490.0,3429.0,53659.0,901.0
0.501,,,,,206917.0,75074.0,17405.0,37199.0,278446.0,3473.0,53634.0,926.0
0.5,,,,,206656.0,75335.0,17315.0,37289.0,278378.0,3541.0,53609.0,951.0
0.499,,,,,206370.0,75621.0,17231.0,37373.0,278308.0,3611.0,53579.0,981.0
0.498,,,,,206091.0,75900.0,17141.0,37463.0,278254.0,3665.0,53549.0,1011.0
0.497,,,,,205819.0,76172.0,17085.0,37519.0,278176.0,3743.0,53519.0,1041.0
0.496,,,,,205535.0,76456.0,17004.0,37600.0,278075.0,3844.0,53485.0,1075.0
0.495,,,,,205228.0,76763.0,16910.0,37694.0,278001.0,3918.0,53453.0,1107.0
0.494,,,,,204910.0,77081.0,16835.0,37769.0,277919.0,4000.0,53429.0,1131.0
0.493,,,,,204614.0,77377.0,16750.0,37854.0,277837.0,4082.0,53403.0,1157.0
0.492,,,,,204278.0,77713.0,16669.0,37935.0,277757.0,4162.0,53365.0,1195.0
0.491,,,,,203969.0,78022.0,16589.0,38015.0,277688.0,4231.0,53332.0,1228.0
0.49,,,,,203637.0,78354.0,16501.0,38103.0,277610.0,4309.0,53310.0,1250.0
0.489,,,,,203321.0,78670.0,16403.0,38201.0,277525.0,4394.0,53286.0,1274.0
0.488,,,,,203007.0,78984.0,16296.0,38308.0,277440.0,4479.0,53252.0,1308.0
0.487,,,,,202708.0,79283.0,16214.0,38390.0,277348.0,4571.0,53214.0,1346.0
0.486,,,,,202395.0,79596.0,16150.0,38454.0,277264.0,4655.0,53191.0,1369.0
0.485,,,,,202099.0,79892.0,16061.0,38543.0,277184.0,4735.0,53155.0,1405.0
0.484,,,,,201790.0,80201.0,15969.0,38635.0,277087.0,4832.0,53127.0,1433.0
0.483,,,,,201482.0,80509.0,15872.0,38732.0,276993.0,4926.0,53099.0,1461.0
0.482,,,,,201190.0,80801.0,15768.0,38836.0,276919.0,5000.0,53069.0,1491.0
0.481,,,,,200895.0,81096.0,15687.0,38917.0,276817.0,5102.0,53031.0,1529.0
0.48,,,,,200578.0,81413.0,15608.0,38996.0,276728.0,5191.0,53002.0,1558.0
0.479,,,,,200257.0,81734.0,15535.0,39069.0,276631.0,5288.0,52966.0,1594.0
0.478,,,,,199921.0,82070.0,15459.0,39145.0,276545.0,5374.0,52931.0,1629.0
0.477,,,,,199579.0,82412.0,15378.0,39226.0,276461.0,5458.0,52886.0,1674.0
0.476,,,,,199241.0,82750.0,15292.0,39312.0,276363.0,5556.0,52849.0,1711.0
0.475,,,,,198922.0,83069.0,15213.0,39391.0,276256.0,5663.0,52814.0,1746.0
0.474,,,,,198580.0,83411.0,15119.0,39485.0,276168.0,5751.0,52782.0,1778.0
0.473,,,,,198260.0,83731.0,15012.0,39592.0,276056.0,5863.0,52742.0,1818.0
0.472,,,,,197915.0,84076.0,14921.0,39683.0,275952.0,5967.0,52699.0,1861.0
0.471,,,,,197529.0,84462.0,14836.0,39768.0,275858.0,6061.0,52655.0,1905.0
0.47,,,,,197152.0,84839.0,14745.0,39859.0,275746.0,6173.0,52610.0,1950.0
0.469,,,,,196778.0,85213.0,14664.0,39940.0,275638.0,6281.0,52566.0,1994.0
0.468,281917.0,2.0,54560.0,0.0,196381.0,85610.0,14579.0,40025.0,275546.0,6373.0,52520.0,2040.0
0.467,,,,,195937.0,86054.0,14502.0,40102.0,275432.0,6487.0,52479.0,2081.0
0.466,,,,,195500.0,86491.0,14402.0,40202.0,275309.0,6610.0,52439.0,2121.0
0.465,,,,,195112.0,86879.0,14324.0,40280.0,275184.0,6735.0,52384.0,2176.0
0.464,,,,,194708.0,87283.0,14225.0,40379.0,275063.0,6856.0,52336.0,2224.0
0.463,281915.0,4.0,54560.0,0.0,194269.0,87722.0,14132.0,40472.0,274965.0,6954.0,52290.0,2270.0
0.462,281914.0,5.0,54560.0,0.0,193838.0,88153.0,14053.0,40551.0,274837.0,7082.0,52234.0,2326.0
0.461,,,,,193391.0,88600.0,13981.0,40623.0,274710.0,7209.0,52197.0,2363.0
0.46,281913.0,6.0,54560.0,0.0,193009.0,88982.0,13898.0,40706.0,274583.0,7336.0,52153.0,2407.0
0.459,,,,,192570.0,89421.0,13817.0,40787.0,274447.0,7472.0,52109.0,2451.0
0.458,,,,,192127.0,89864.0,13720.0,40884.0,274314.0,7605.0,52073.0,2487.0
0.457,,,,,191665.0,90326.0,13640.0,40964.0,274195.0,7724.0,52006.0,2554.0
0.456,281911.0,8.0,54560.0,0.0,191171.0,90820.0,13562.0,41042.0,274093.0,7826.0,51955.0,2605.0
0.455,,,,,190690.0,91301.0,13480.0,41124.0,273954.0,7965.0,51912.0,2648.0
0.454,,,,,190228.0,91763.0,13401.0,41203.0,273824.0,8095.0,51866.0,2694.0
0.453,,,,,189771.0,92220.0,13299.0,41305.0,273681.0,8238.0,51799.0,2761.0
0.452,281910.0,9.0,54560.0,0.0,189349.0,92642.0,13222.0,41382.0,273563.0,8356.0,51739.0,2821.0
0.451,,,,,188906.0,93085.0,13143.0,41461.0,273439.0,8480.0,51685.0,2875.0
0.45,,,,,188459.0,93532.0,13073.0,41531.0,273306.0,8613.0,51620.0,2940.0
0.449,,,,,187984.0,94007.0,12995.0,41609.0,273188.0,8731.0,51561.0,2999.0
0.448,281908.0,11.0,54560.0,0.0,187508.0,94483.0,12935.0,41669.0,273057.0,8862.0,51511.0,3049.0
0.447,,,,,187025.0,94966.0,12859.0,41745.0,272934.0,8985.0,51451.0,3109.0
0.446,,,,,186529.0,95462.0,12771.0,41833.0,272795.0,9124.0,51381.0,3179.0
0.445,281907.0,12.0,54560.0,0.0,186057.0,95934.0,12710.0,41894.0,272662.0,9257.0,51316.0,3244.0
0.444,,,,,185601.0,96390.0,12632.0,41972.0,272525.0,9394.0,51242.0,3318.0
0.443,,,,,185157.0,96834.0,12552.0,42052.0,272404.0,9515.0,51180.0,3380.0
0.442,,,,,184660.0,97331.0,12480.0,42124.0,272255.0,9664.0,51113.0,3447.0
0.441,,,,,184202.0,97789.0,12388.0,42216.0,272108.0,9811.0,51037.0,3523.0
0.44,281906.0,13.0,54560.0,0.0,183749.0,98242.0,12316.0,42288.0,271977.0,9942.0,50977.0,3583.0
0.439,281905.0,14.0,54560.0,0.0,183315.0,98676.0,12247.0,42357.0,271821.0,10098.0,50880.0,3680.0
0.438,,,,,182883.0,99108.0,12186.0,42418.0,271695.0,10224.0,50796.0,3764.0
0.437,,,,,182441.0,99550.0,12113.0,42491.0,271558.0,10361.0,50723.0,3837.0
0.436,281904.0,15.0,54560.0,0.0,182040.0,99951.0,12045.0,42559.0,271402.0,10517.0,50638.0,3922.0
0.435,281902.0,17.0,54560.0,0.0,181608.0,100383.0,11957.0,42647.0,271248.0,10671.0,50561.0,3999.0
0.434,,,,,181193.0,100798.0,11884.0,42720.0,271093.0,10826.0,50490.0,4070.0
0.433,,,,,180798.0,101193.0,11806.0,42798.0,270945.0,10974.0,50422.0,4138.0
0.432,,,,,180360.0,101631.0,11743.0,42861.0,270788.0,11131.0,50346.0,4214.0
0.431,,,,,179925.0,102066.0,11686.0,42918.0,270651.0,11268.0,50264.0,4296.0
0.43,,,,,179468.0,102523.0,11627.0,42977.0,270485.0,11434.0,50183.0,4377.0
0.429,,,,,179036.0,102955.0,11567.0,43037.0,270328.0,11591.0,50110.0,4450.0
0.428,,,,,178574.0,103417.0,11508.0,43096.0,270174.0,11745.0,50028.0,4532.0
0.427,281899.0,20.0,54560.0,0.0,178126.0,103865.0,11439.0,43165.0,270009.0,11910.0,49926.0,4634.0
0.426,,,,,177669.0,104322.0,11382.0,43222.0,269848.0,12071.0,49823.0,4737.0
0.425,281898.0,21.0,54560.0,0.0,177241.0,104750.0,11302.0,43302.0,269698.0,12221.0,49736.0,4824.0
0.424,281896.0,23.0,54560.0,0.0,176782.0,105209.0,11215.0,43389.0,269540.0,12379.0,49653.0,4907.0
0.423,281893.0,26.0,54560.0,0.0,176355.0,105636.0,11145.0,43459.0,269364.0,12555.0,49577.0,4983.0
0.422,,,,,175947.0,106044.0,11075.0,43529.0,269196.0,12723.0,49488.0,5072.0
0.421,281892.0,27.0,54560.0,0.0,175521.0,106470.0,11019.0,43585.0,269019.0,12900.0,49388.0,5172.0
0.42,,,,,175137.0,106854.0,10942.0,43662.0,268849.0,13070.0,49279.0,5281.0
0.419,,,,,174726.0,107265.0,10879.0,43725.0,268668.0,13251.0,49169.0,5391.0
0.418,281891.0,28.0,54560.0,0.0,174297.0,107694.0,10815.0,43789.0,268470.0,13449.0,49084.0,5476.0
0.417,281890.0,29.0,54560.0,0.0,173872.0,108119.0,10741.0,43863.0,268277.0,13642.0,48985.0,5575.0
0.416,281888.0,31.0,54560.0,0.0,173457.0,108534.0,10668.0,43936.0,268130.0,13789.0,48896.0,5664.0
0.415,281887.0,32.0,54560.0,0.0,173036.0,108955.0,10605.0,43999.0,267940.0,13979.0,48780.0,5780.0
0.414,281886.0,33.0,54560.0,0.0,172584.0,109407.0,10550.0,44054.0,267745.0,14174.0,48692.0,5868.0
0.413,281884.0,35.0,54560.0,0.0,172155.0,109836.0,10484.0,44120.0,267544.0,14375.0,48589.0,5971.0
0.412,,,,,171770.0,110221.0,10441.0,44163.0,267331.0,14588.0,48492.0,6068.0
0.411,281883.0,36.0,54560.0,0.0,171367.0,110624.0,10385.0,44219.0,267117.0,14802.0,48385.0,6175.0
0.41,,,,,170935.0,111056.0,10335.0,44269.0,266912.0,15007.0,48272.0,6288.0
0.409,281881.0,38.0,54560.0,0.0,170531.0,111460.0,10273.0,44331.0,266706.0,15213.0,48152.0,6408.0
0.408,,,,,170111.0,111880.0,10220.0,44384.0,266514.0,15405.0,48032.0,6528.0
0.407,,,,,169700.0,112291.0,10149.0,44455.0,266292.0,15627.0,47941.0,6619.0
0.406,281877.0,42.0,54560.0,0.0,169338.0,112653.0,10109.0,44495.0,266079.0,15840.0,47820.0,6740.0
0.405,281874.0,45.0,54560.0,0.0,168996.0,112995.0,10069.0,44535.0,265859.0,16060.0,47692.0,6868.0
0.404,281873.0,46.0,54560.0,0.0,168616.0,113375.0,10032.0,44572.0,265639.0,16280.0,47589.0,6971.0
0.403,,,,,168241.0,113750.0,9977.0,44627.0,265430.0,16489.0,47464.0,7096.0
0.402,281869.0,50.0,54560.0,0.0,167872.0,114119.0,9928.0,44676.0,265226.0,16693.0,47340.0,7220.0
0.401,,,,,167489.0,114502.0,9863.0,44741.0,264996.0,16923.0,47235.0,7325.0
0.4,,,,,167121.0,114870.0,9813.0,44791.0,264768.0,17151.0,47128.0,7432.0
0.399,281868.0,51.0,54560.0,0.0,166733.0,115258.0,9767.0,44837.0,264545.0,17374.0,47020.0,7540.0
0.398,,,,,166346.0,115645.0,9700.0,44904.0,264307.0,17612.0,46884.0,7676.0
0.397,,,,,165978.0,116013.0,9658.0,44946.0,264092.0,17827.0,46780.0,7780.0
0.396,281866.0,53.0,54560.0,0.0,165607.0,116384.0,9613.0,44991.0,263849.0,18070.0,46653.0,7907.0
0.395,,,,,165184.0,116807.0,9563.0,45041.0,263600.0,18319.0,46532.0,8028.0
0.394,281864.0,55.0,54560.0,0.0,164837.0,117154.0,9504.0,45100.0,263365.0,18554.0,46420.0,8140.0
0.393,,,,,164516.0,117475.0,9451.0,45153.0,263106.0,18813.0,46285.0,8275.0
0.392,281861.0,58.0,54560.0,0.0,164153.0,117838.0,9404.0,45200.0,262855.0,19064.0,46157.0,8403.0
0.391,281857.0,62.0,54560.0,0.0,163831.0,118160.0,9340.0,45264.0,262605.0,19314.0,46015.0,8545.0
0.39,,,,,163457.0,118534.0,9303.0,45301.0,262352.0,19567.0,45876.0,8684.0
0.389,281854.0,65.0,54560.0,0.0,163093.0,118898.0,9262.0,45342.0,262107.0,19812.0,45734.0,8826.0
0.388,281853.0,66.0,54560.0,0.0,162713.0,119278.0,9198.0,45406.0,261835.0,20084.0,45608.0,8952.0
0.387,281850.0,69.0,54560.0,0.0,162315.0,119676.0,9148.0,45456.0,261584.0,20335.0,45475.0,9085.0
0.386,281846.0,73.0,54560.0,0.0,161933.0,120058.0,9099.0,45505.0,261288.0,20631.0,45356.0,9204.0
0.385,281845.0,74.0,54560.0,0.0,161542.0,120449.0,9048.0,45556.0,261017.0,20902.0,45226.0,9334.0
0.384,281844.0,75.0,54560.0,0.0,161216.0,120775.0,8978.0,45626.0,260744.0,21175.0,45100.0,9460.0
0.383,281841.0,78.0,54560.0,0.0,160865.0,121126.0,8928.0,45676.0,260476.0,21443.0,44940.0,9620.0
0.382,281840.0,79.0,54560.0,0.0,160509.0,121482.0,8881.0,45723.0,260218.0,21701.0,44786.0,9774.0
0.381,281835.0,84.0,54560.0,0.0,160149.0,121842.0,8834.0,45770.0,259935.0,21984.0,44656.0,9904.0
0.38,281832.0,87.0,54560.0,0.0,159821.0,122170.0,8774.0,45830.0,259655.0,22264.0,44510.0,10050.0
0.379,281831.0,88.0,54560.0,0.0,159485.0,122506.0,8722.0,45882.0,259378.0,22541.0,44364.0,10196.0
0.378,281830.0,89.0,54560.0,0.0,159160.0,122831.0,8669.0,45935.0,259101.0,22818.0,44211.0,10349.0
0.377,281828.0,91.0,54560.0,0.0,158812.0,123179.0,8605.0,45999.0,258824.0,23095.0,44081.0,10479.0
0.376,281825.0,94.0,54560.0,0.0,158498.0,123493.0,8548.0,46056.0,258549.0,23370.0,43928.0,10632.0
0.375,281822.0,97.0,54560.0,0.0,158145.0,123846.0,8506.0,46098.0,258245.0,23674.0,43761.0,10799.0
0.374,281821.0,98.0,54560.0,0.0,157774.0,124217.0,8459.0,46145.0,257968.0,23951.0,43604.0,10956.0
0.373,281820.0,99.0,54560.0,0.0,157396.0,124595.0,8414.0,46190.0,257697.0,24222.0,43451.0,11109.0
0.372,281819.0,100.0,54560.0,0.0,157034.0,124957.0,8367.0,46237.0,257376.0,24543.0,43317.0,11243.0
0.371,281817.0,102.0,54560.0,0.0,156677.0,125314.0,8329.0,46275.0,257070.0,24849.0,43167.0,11393.0
0.37,281815.0,104.0,54560.0,0.0,156359.0,125632.0,8293.0,46311.0,256766.0,25153.0,43041.0,11519.0
0.369,281813.0,106.0,54560.0,0.0,156022.0,125969.0,8258.0,46346.0,256451.0,25468.0,42876.0,11684.0
0.368,281807.0,112.0,54560.0,0.0,155673.0,126318.0,8212.0,46392.0,256108.0,25811.0,42711.0,11849.0
0.367,281804.0,115.0,54559.0,1.0,155373.0,126618.0,8164.0,46440.0,255818.0,26101.0,42561.0,11999.0
0.366,281799.0,120.0,54558.0,2.0,155044.0,126947.0,8118.0,46486.0,255471.0,26448.0,42405.0,12155.0
0.365,281798.0,121.0,54558.0,2.0,154718.0,127273.0,8077.0,46527.0,255124.0,26795.0,42256.0,12304.0
0.364,281792.0,127.0,54558.0,2.0,154408.0,127583.0,8034.0,46570.0,254800.0,27119.0,42111.0,12449.0
0.363,281787.0,132.0,54558.0,2.0,154070.0,127921.0,7989.0,46615.0,254447.0,27472.0,41958.0,12602.0
0.362,281783.0,136.0,54558.0,2.0,153740.0,128251.0,7941.0,46663.0,254080.0,27839.0,41801.0,12759.0
0.361,281782.0,137.0,54558.0,2.0,153437.0,128554.0,7908.0,46696.0,253735.0,28184.0,41651.0,12909.0
0.36,281779.0,140.0,54556.0,4.0,153122.0,128869.0,7869.0,46735.0,253381.0,28538.0,41507.0,13053.0
0.359,281777.0,142.0,54555.0,5.0,152795.0,129196.0,7830.0,46774.0,253052.0,28867.0,41339.0,13221.0
0.358,281775.0,144.0,54554.0,6.0,152464.0,129527.0,7779.0,46825.0,252692.0,29227.0,41175.0,13385.0
0.357,281772.0,147.0,54552.0,8.0,152177.0,129814.0,7726.0,46878.0,252348.0,29571.0,41020.0,13540.0
0.356,281767.0,152.0,54551.0,9.0,151867.0,130124.0,7678.0,46926.0,251985.0,29934.0,40858.0,13702.0
0.355,281764.0,155.0,54549.0,11.0,151595.0,130396.0,7625.0,46979.0,251634.0,30285.0,40703.0,13857.0
0.354,281759.0,160.0,54549.0,11.0,151292.0,130699.0,7572.0,47032.0,251238.0,30681.0,40534.0,14026.0
0.353,281755.0,164.0,54548.0,12.0,151004.0,130987.0,7520.0,47084.0,250902.0,31017.0,40384.0,14176.0
0.352,281754.0,165.0,54546.0,14.0,150698.0,131293.0,7461.0,47143.0,250538.0,31381.0,40178.0,14382.0
0.351,281750.0,169.0,54546.0,14.0,150405.0,131586.0,7404.0,47200.0,250134.0,31785.0,39986.0,14574.0
0.35,281747.0,172.0,54546.0,14.0,150081.0,131910.0,7355.0,47249.0,249756.0,32163.0,39806.0,14754.0
0.349,281744.0,175.0,54545.0,15.0,149759.0,132232.0,7303.0,47301.0,249375.0,32544.0,39640.0,14920.0
0.348,281740.0,179.0,54544.0,16.0,149452.0,132539.0,7262.0,47342.0,249005.0,32914.0,39465.0,15095.0
0.347,281739.0,180.0,54543.0,17.0,149171.0,132820.0,7221.0,47383.0,248615.0,33304.0,39284.0,15276.0
0.346,281733.0,186.0,54543.0,17.0,148879.0,133112.0,7180.0,47424.0,248186.0,33733.0,39107.0,15453.0
0.345,281730.0,189.0,54543.0,17.0,148590.0,133401.0,7127.0,47477.0,247798.0,34121.0,38919.0,15641.0
0.344,281721.0,198.0,54543.0,17.0,148283.0,133708.0,7092.0,47512.0,247401.0,34518.0,38760.0,15800.0
0.343,281716.0,203.0,54543.0,17.0,147961.0,134030.0,7043.0,47561.0,246991.0,34928.0,38592.0,15968.0
0.342,281706.0,213.0,54543.0,17.0,147603.0,134388.0,6997.0,47607.0,246606.0,35313.0,38381.0,16179.0
0.341,281702.0,217.0,54542.0,18.0,147295.0,134696.0,6961.0,47643.0,246189.0,35730.0,38216.0,16344.0
0.34,281699.0,220.0,54542.0,18.0,147013.0,134978.0,6914.0,47690.0,245764.0,36155.0,38039.0,16521.0
0.339,281693.0,226.0,54541.0,19.0,146723.0,135268.0,6863.0,47741.0,245352.0,36567.0,37866.0,16694.0
0.338,281686.0,233.0,54539.0,21.0,146421.0,135570.0,6819.0,47785.0,244959.0,36960.0,37670.0,16890.0
0.337,281684.0,235.0,54539.0,21.0,146149.0,135842.0,6788.0,47816.0,244520.0,37399.0,37497.0,17063.0
0.336,281680.0,239.0,54539.0,21.0,145868.0,136123.0,6747.0,47857.0,244100.0,37819.0,37315.0,17245.0
0.335,281677.0,242.0,54539.0,21.0,145570.0,136421.0,6697.0,47907.0,243650.0,38269.0,37137.0,17423.0
0.334,281674.0,245.0,54538.0,22.0,145298.0,136693.0,6659.0,47945.0,243198.0,38721.0,36941.0,17619.0
0.333,281666.0,253.0,54538.0,22.0,145001.0,136990.0,6604.0,48000.0,242780.0,39139.0,36734.0,17826.0
0.332,281663.0,256.0,54538.0,22.0,144699.0,137292.0,6569.0,48035.0,242343.0,39576.0,36536.0,18024.0
0.331,281661.0,258.0,54537.0,23.0,144394.0,137597.0,6528.0,48076.0,241883.0,40036.0,36353.0,18207.0
0.33,281654.0,265.0,54537.0,23.0,144087.0,137904.0,6500.0,48104.0,241449.0,40470.0,36143.0,18417.0
0.329,281652.0,267.0,54537.0,23.0,143796.0,138195.0,6463.0,48141.0,241047.0,40872.0,35935.0,18625.0
0.328,281647.0,272.0,54535.0,25.0,143526.0,138465.0,6430.0,48174.0,240613.0,41306.0,35761.0,18799.0
0.327,281643.0,276.0,54535.0,25.0,143239.0,138752.0,6401.0,48203.0,240151.0,41768.0,35584.0,18976.0
0.326,281638.0,281.0,54535.0,25.0,142939.0,139052.0,6364.0,48240.0,239635.0,42284.0,35367.0,19193.0
0.325,281634.0,285.0,54534.0,26.0,142629.0,139362.0,6334.0,48270.0,239192.0,42727.0,35177.0,19383.0
0.324,281628.0,291.0,54533.0,27.0,142353.0,139638.0,6300.0,48304.0,238714.0,43205.0,35001.0,19559.0
0.323,281625.0,294.0,54532.0,28.0,142049.0,139942.0,6273.0,48331.0,238229.0,43690.0,34802.0,19758.0
0.322,281615.0,304.0,54531.0,29.0,141730.0,140261.0,6245.0,48359.0,237755.0,44164.0,34604.0,19956.0
0.321,281605.0,314.0,54530.0,30.0,141421.0,140570.0,6219.0,48385.0,237281.0,44638.0,34396.0,20164.0
0.32,281600.0,319.0,54528.0,32.0,141104.0,140887.0,6189.0,48415.0,236814.0,45105.0,34183.0,20377.0
0.319,281594.0,325.0,54526.0,34.0,140784.0,141207.0,6162.0,48442.0,236281.0,45638.0,33982.0,20578.0
0.318,281588.0,331.0,54524.0,36.0,140459.0,141532.0,6125.0,48479.0,235784.0,46135.0,33773.0,20787.0
0.317,281583.0,336.0,54522.0,38.0,140154.0,141837.0,6084.0,48520.0,235271.0,46648.0,33576.0,20984.0
0.316,281578.0,341.0,54521.0,39.0,139849.0,142142.0,6047.0,48557.0,234748.0,47171.0,33365.0,21195.0
0.315,281571.0,348.0,54518.0,42.0,139513.0,142478.0,6014.0,48590.0,234218.0,47701.0,33165.0,21395.0
0.314,281567.0,352.0,54515.0,45.0,139195.0,142796.0,5976.0,48628.0,233685.0,48234.0,32940.0,21620.0
0.313,281560.0,359.0,54514.0,46.0,138893.0,143098.0,5938.0,48666.0,233179.0,48740.0,32746.0,21814.0
0.312,281555.0,364.0,54514.0,46.0,138566.0,143425.0,5904.0,48700.0,232633.0,49286.0,32530.0,22030.0
0.311,281550.0,369.0,54513.0,47.0,138197.0,143794.0,5867.0,48737.0,232094.0,49825.0,32304.0,22256.0
0.31,281540.0,379.0,54511.0,49.0,137897.0,144094.0,5836.0,48768.0,231578.0,50341.0,32093.0,22467.0
0.309,281533.0,386.0,54506.0,54.0,137570.0,144421.0,5800.0,48804.0,231048.0,50871.0,31882.0,22678.0
0.308,281525.0,394.0,54505.0,55.0,137267.0,144724.0,5770.0,48834.0,230437.0,51482.0,31678.0,22882.0
0.307,281519.0,400.0,54503.0,57.0,136921.0,145070.0,5732.0,48872.0,229888.0,52031.0,31449.0,23111.0
0.306,281512.0,407.0,54499.0,61.0,136643.0,145348.0,5689.0,48915.0,229318.0,52601.0,31237.0,23323.0
0.305,281503.0,416.0,54495.0,65.0,136329.0,145662.0,5658.0,48946.0,228746.0,53173.0,31027.0,23533.0
0.304,281496.0,423.0,54491.0,69.0,136036.0,145955.0,5621.0,48983.0,228129.0,53790.0,30797.0,23763.0
0.303,281490.0,429.0,54488.0,72.0,135777.0,146214.0,5590.0,49014.0,227543.0,54376.0,30574.0,23986.0
0.302,281478.0,441.0,54486.0,74.0,135483.0,146508.0,5558.0,49046.0,226981.0,54938.0,30353.0,24207.0
0.301,281470.0,449.0,54486.0,74.0,135167.0,146824.0,5532.0,49072.0,226427.0,55492.0,30137.0,24423.0
0.3,281459.0,460.0,54484.0,76.0,134895.0,147096.0,5507.0,49097.0,225833.0,56086.0,29904.0,24656.0
0.299,281450.0,469.0,54482.0,78.0,134564.0,147427.0,5475.0,49129.0,225251.0,56668.0,29704.0,24856.0
0.298,281442.0,477.0,54477.0,83.0,134247.0,147744.0,5443.0,49161.0,224675.0,57244.0,29496.0,25064.0
0.297,281428.0,491.0,54475.0,85.0,133925.0,148066.0,5415.0,49189.0,224066.0,57853.0,29280.0,25280.0
0.296,281417.0,502.0,54472.0,88.0,133645.0,148346.0,5383.0,49221.0,223383.0,58536.0,29064.0,25496.0
