,D009_GlobPlot,D009_GlobPlot,D009_GlobPlot,D009_GlobPlot,D025_RawMSA,D025_RawMSA,D025_RawMSA,D025_RawMSA,D033_DynaMine,D033_DynaMine,D033_DynaMine,D033_DynaMine
,tn,fp,fn,tp,tn,fp,fn,tp,tn,fp,fn,tp
0.295,281407.0,512.0,54467.0,93.0,133358.0,148633.0,5357.0,49247.0,222726.0,59193.0,28846.0,25714.0
0.294,281400.0,519.0,54465.0,95.0,133054.0,148937.0,5326.0,49278.0,222067.0,59852.0,28646.0,25914.0
0.293,281390.0,529.0,54463.0,97.0,132728.0,149263.0,5297.0,49307.0,221454.0,60465.0,28412.0,26148.0
0.292,281376.0,543.0,54460.0,100.0,132427.0,149564.0,5263.0,49341.0,220818.0,61101.0,28221.0,26339.0
0.291,281362.0,557.0,54458.0,102.0,132117.0,149874.0,5231.0,49373.0,220208.0,61711.0,28029.0,26531.0
0.29,281346.0,573.0,54453.0,107.0,131821.0,150170.0,5192.0,49412.0,219554.0,62365.0,27805.0,26755.0
0.289,281340.0,579.0,54448.0,112.0,131510.0,150481.0,5152.0,49452.0,218938.0,62981.0,27588.0,26972.0
0.288,281328.0,591.0,54445.0,115.0,131192.0,150799.0,5114.0,49490.0,218219.0,63700.0,27374.0,27186.0
0.287,281315.0,604.0,54443.0,117.0,130881.0,151110.0,5082.0,49522.0,217513.0,64406.0,27169.0,27391.0
0.286,281302.0,617.0,54436.0,124.0,130553.0,151438.0,5057.0,49547.0,216805.0,65114.0,26943.0,27617.0
0.285,281294.0,625.0,54433.0,127.0,130241.0,151750.0,5032.0,49572.0,216098.0,65821.0,26740.0,27820.0
0.284,281278.0,641.0,54427.0,133.0,129883.0,152108.0,5004.0,49600.0,215417.0,66502.0,26516.0,28044.0
0.283,281260.0,659.0,54421.0,139.0,129570.0,152421.0,4970.0,49634.0,214714.0,67205.0,26289.0,28271.0
0.282,281247.0,672.0,54414.0,146.0,129242.0,152749.0,4938.0,49666.0,214083.0,67836.0,26101.0,28459.0
0.281,281232.0,687.0,54410.0,150.0,128923.0,153068.0,4908.0,49696.0,213399.0,68520.0,25902.0,28658.0
0.28,281207.0,712.0,54407.0,153.0,128551.0,153440.0,4864.0,49740.0,212698.0,69221.0,25701.0,28859.0
0.279,281195.0,724.0,54403.0,157.0,128233.0,153758.0,4823.0,49781.0,212029.0,69890.0,25494.0,29066.0
0.278,281180.0,739.0,54401.0,159.0,127917.0,154074.0,4792.0,49812.0,211288.0,70631.0,25273.0,29287.0
0.277,281158.0,761.0,54398.0,162.0,127611.0,154380.0,4753.0,49851.0,210604.0,71315.0,25052.0,29508.0
0.276,280641.0,1278.0,54152.0,408.0,127273.0,154718.0,4723.0,49881.0,209853.0,72066.0,24846.0,29714.0
0.275,280627.0,1292.0,54147.0,413.0,126980.0,155011.0,4695.0,49909.0,209152.0,72767.0,24626.0,29934.0
0.274,280617.0,1302.0,54142.0,418.0,126657.0,155334.0,4667.0,49937.0,208392.0,73527.0,24404.0,30156.0
0.273,280607.0,1312.0,54138.0,422.0,126356.0,155635.0,4635.0,49969.0,207633.0,74286.0,24208.0,30352.0
0.272,280595.0,1324.0,54137.0,423.0,126042.0,155949.0,4599.0,50005.0,206869.0,75050.0,23983.0,30577.0
0.271,280583.0,1336.0,54129.0,431.0,125688.0,156303.0,4574.0,50030.0,206095.0,75824.0,23755.0,30805.0
0.27,280555.0,1364.0,54128.0,432.0,125366.0,156625.0,4542.0,50062.0,205327.0,76592.0,23548.0,31012.0
0.269,280542.0,1377.0,54122.0,438.0,125020.0,156971.0,4514.0,50090.0,204602.0,77317.0,23331.0,31229.0
0.268,280525.0,1394.0,54119.0,441.0,124697.0,157294.0,4473.0,50131.0,203811.0,78108.0,23125.0,31435.0
0.267,280504.0,1415.0,54114.0,446.0,124345.0,157646.0,4444.0,50160.0,202991.0,78928.0,22911.0,31649.0
0.266,280485.0,1434.0,54110.0,450.0,123994.0,157997.0,4414.0,50190.0,202239.0,79680.0,22694.0,31866.0
0.265,280469.0,1450.0,54106.0,454.0,123659.0,158332.0,4390.0,50214.0,201473.0,80446.0,22474.0,32086.0
0.264,280448.0,1471.0,54105.0,455.0,123307.0,158684.0,4366.0,50238.0,200678.0,81241.0,22254.0,32306.0
0.263,280428.0,1491.0,54102.0,458.0,122972.0,159019.0,4337.0,50267.0,199899.0,82020.0,22059.0,32501.0
0.262,280408.0,1511.0,54096.0,464.0,122636.0,159355.0,4313.0,50291.0,199074.0,82845.0,21839.0,32721.0
0.261,280390.0,1529.0,54092.0,468.0,122338.0,159653.0,4281.0,50323.0,198273.0,83646.0,21608.0,32952.0
0.26,280372.0,1547.0,54084.0,476.0,121976.0,160015.0,4240.0,50364.0,197443.0,84476.0,21395.0,33165.0
0.259,280359.0,1560.0,54078.0,482.0,121627.0,160364.0,4189.0,50415.0,196617.0,85302.0,21199.0,33361.0
0.258,280343.0,1576.0,54076.0,484.0,121268.0,160723.0,4149.0,50455.0,195812.0,86107.0,21003.0,33557.0
0.257,280329.0,1590.0,54075.0,485.0,120929.0,161062.0,4124.0,50480.0,194953.0,86966.0,20823.0,33737.0
0.256,280312.0,1607.0,54072.0,488.0,120582.0,161409.0,4097.0,50507.0,194165.0,87754.0,20605.0,33955.0
0.255,280292.0,1627.0,54070.0,490.0,120229.0,161762.0,4080.0,50524.0,193298.0,88621.0,20396.0,34164.0
0.254,280271.0,1648.0,54063.0,497.0,119871.0,162120.0,4046.0,50558.0,192395.0,89524.0,20206.0,34354.0
0.253,280250.0,1669.0,54057.0,503.0,119501.0,162490.0,4009.0,50595.0,191534.0,90385.0,20000.0,34560.0
0.252,280234.0,1685.0,54052.0,508.0,119136.0,162855.0,3981.0,50623.0,190677.0,91242.0,19806.0,34754.0
0.251,280220.0,1699.0,54048.0,512.0,118784.0,163207.0,3963.0,50641.0,189804.0,92115.0,19623.0,34937.0
0.25,280200.0,1719.0,54047.0,513.0,118439.0,163552.0,3938.0,50666.0,188831.0,93088.0,19404.0,35156.0
0.249,280175.0,1744.0,54038.0,522.0,118074.0,163917.0,3916.0,50688.0,187994.0,93925.0,19205.0,35355.0
0.248,280155.0,1764.0,54032.0,528.0,117724.0,164267.0,3899.0,50705.0,187137.0,94782.0,19037.0,35523.0
0.247,280136.0,1783.0,54026.0,534.0,117360.0,164631.0,3873.0,50731.0,186239.0,95680.0,18830.0,35730.0
0.246,280104.0,1815.0,54015.0,545.0,117003.0,164988.0,3853.0,50751.0,185347.0,96572.0,18629.0,35931.0
0.245,280081.0,1838.0,54008.0,552.0,116660.0,165331.0,3831.0,50773.0,184453.0,97466.0,18413.0,36147.0
0.244,280058.0,1861.0,54006.0,554.0,116306.0,165685.0,3811.0,50793.0,183565.0,98354.0,18203.0,36357.0
0.243,280035.0,1884.0,53998.0,562.0,115938.0,166053.0,3787.0,50817.0,182597.0,99322.0,18002.0,36558.0
0.242,280021.0,1898.0,53991.0,569.0,115558.0,166433.0,3762.0,50842.0,181661.0,100258.0,17792.0,36768.0
0.241,279997.0,1922.0,53984.0,576.0,115186.0,166805.0,3735.0,50869.0,180727.0,101192.0,17558.0,37002.0
0.24,279969.0,1950.0,53978.0,582.0,114809.0,167182.0,3711.0,50893.0,179813.0,102106.0,17328.0,37232.0
0.239,279940.0,1979.0,53965.0,595.0,114453.0,167538.0,3686.0,50918.0,178854.0,103065.0,17134.0,37426.0
0.238,279919.0,2000.0,53950.0,610.0,114094.0,167897.0,3661.0,50943.0,177900.0,104019.0,16901.0,37659.0
0.237,279899.0,2020.0,53941.0,619.0,113756.0,168235.0,3639.0,50965.0,176966.0,104953.0,16688.0,37872.0
0.236,279869.0,2050.0,53933.0,627.0,113368.0,168623.0,3610.0,50994.0,176041.0,105878.0,16484.0,38076.0
0.235,279841.0,2078.0,53924.0,636.0,112998.0,168993.0,3585.0,51019.0,175102.0,106817.0,16289.0,38271.0
0.234,279813.0,2106.0,53917.0,643.0,112624.0,169367.0,3567.0,51037.0,174158.0,107761.0,16105.0,38455.0
0.233,279774.0,2145.0,53907.0,653.0,112237.0,169754.0,3549.0,51055.0,173152.0,108767.0,15900.0,38660.0
0.232,279755.0,2164.0,53898.0,662.0,111882.0,170109.0,3533.0,51071.0,172135.0,109784.0,15716.0,38844.0
0.231,279725.0,2194.0,53892.0,668.0,111476.0,170515.0,3499.0,51105.0,171157.0,110762.0,15497.0,39063.0
0.23,279704.0,2215.0,53884.0,676.0,111105.0,170886.0,3473.0,51131.0,170188.0,111731.0,15304.0,39256.0
0.229,279677.0,2242.0,53873.0,687.0,110715.0,171276.0,3445.0,51159.0,169201.0,112718.0,15100.0,39460.0
0.228,279656.0,2263.0,53861.0,699.0,110350.0,171641.0,3431.0,51173.0,168222.0,113697.0,14928.0,39632.0
0.227,279630.0,2289.0,53850.0,710.0,109955.0,172036.0,3414.0,51190.0,167213.0,114706.0,14740.0,39820.0
0.226,279608.0,2311.0,53837.0,723.0,109571.0,172420.0,3394.0,51210.0,166252.0,115667.0,14535.0,40025.0
0.225,279589.0,2330.0,53822.0,738.0,109183.0,172808.0,3369.0,51235.0,165256.0,116663.0,14313.0,40247.0
0.224,279562.0,2357.0,53817.0,743.0,108804.0,173187.0,3354.0,51250.0,164214.0,117705.0,14117.0,40443.0
0.223,279537.0,2382.0,53810.0,750.0,108429.0,173562.0,3331.0,51273.0,163175.0,118744.0,13923.0,40637.0
0.222,279509.0,2410.0,53801.0,759.0,108054.0,173937.0,3306.0,51298.0,162133.0,119786.0,13752.0,40808.0
0.221,279478.0,2441.0,53794.0,766.0,107674.0,174317.0,3291.0,51313.0,161119.0,120800.0,13558.0,41002.0
0.22,279449.0,2470.0,53784.0,776.0,107297.0,174694.0,3264.0,51340.0,160099.0,121820.0,13397.0,41163.0
0.219,279430.0,2489.0,53772.0,788.0,106930.0,175061.0,3243.0,51361.0,159114.0,122805.0,13221.0,41339.0
0.218,279397.0,2522.0,53764.0,796.0,106556.0,175435.0,3220.0,51384.0,158070.0,123849.0,13044.0,41516.0
0.217,278816.0,3103.0,53448.0,1112.0,106195.0,175796.0,3196.0,51408.0,157031.0,124888.0,12865.0,41695.0
0.216,278784.0,3135.0,53440.0,1120.0,105826.0,176165.0,3175.0,51429.0,155970.0,125949.0,12675.0,41885.0
0.215,278753.0,3166.0,53435.0,1125.0,105427.0,176564.0,3156.0,51448.0,154976.0,126943.0,12475.0,42085.0
0.214,278727.0,3192.0,53422.0,1138.0,105054.0,176937.0,3130.0,51474.0,153860.0,128059.0,12278.0,42282.0
0.213,278703.0,3216.0,53415.0,1145.0,104700.0,177291.0,3111.0,51493.0,152801.0,129118.0,12114.0,42446.0
0.212,278672.0,3247.0,53408.0,1152.0,104312.0,177679.0,3092.0,51512.0,151737.0,130182.0,11940.0,42620.0
0.211,278628.0,3291.0,53401.0,1159.0,103947.0,178044.0,3065.0,51539.0,150696.0,131223.0,11778.0,42782.0
0.21,278589.0,3330.0,53390.0,1170.0,103544.0,178447.0,3044.0,51560.0,149594.0,132325.0,11628.0,42932.0
0.209,278555.0,3364.0,53379.0,1181.0,103132.0,178859.0,3014.0,51590.0,148545.0,133374.0,11476.0,43084.0
0.208,278518.0,3401.0,53362.0,1198.0,102742.0,179249.0,3004.0,51600.0,147450.0,134469.0,11320.0,43240.0
0.207,278480.0,3439.0,53351.0,1209.0,102328.0,179663.0,2982.0,51622.0,146273.0,135646.0,11174.0,43386.0
0.206,278437.0,3482.0,53344.0,1216.0,101973.0,180018.0,2960.0,51644.0,145196.0,136723.0,11021.0,43539.0
0.205,278400.0,3519.0,53334.0,1226.0,101580.0,180411.0,2941.0,51663.0,144144.0,137775.0,10873.0,43687.0
0.204,278357.0,3562.0,53323.0,1237.0,101168.0,180823.0,2926.0,51678.0,142956.0,138963.0,10721.0,43839.0
0.203,278302.0,3617.0,53311.0,1249.0,100778.0,181213.0,2904.0,51700.0,141842.0,140077.0,10547.0,44013.0
0.202,278261.0,3658.0,53296.0,1264.0,100354.0,181637.0,2886.0,51718.0,140666.0,141253.0,10394.0,44166.0
0.201,278227.0,3692.0,53283.0,1277.0,99965.0,182026.0,2853.0,51751.0,139496.0,142423.0,10254.0,44306.0
0.2,278185.0,3734.0,53266.0,1294.0,99574.0,182417.0,2836.0,51768.0,138419.0,143500.0,10096.0,44464.0
0.199,278135.0,3784.0,53251.0,1309.0,99148.0,182843.0,2814.0,51790.0,137300.0,144619.0,9951.0,44609.0
0.198,278078.0,3841.0,53229.0,1331.0,98761.0,183230.0,2786.0,51818.0,136170.0,145749.0,9795.0,44765.0
0.197,278045.0,3874.0,53208.0,1352.0,98368.0,183623.0,2761.0,51843.0,135086.0,146833.0,9655.0,44905.0
0.196,277992.0,3927.0,53190.0,1370.0,97966.0,184025.0,2740.0,51864.0,133932.0,147987.0,9504.0,45056.0
0.195,277918.0,4001.0,53173.0,1387.0,97564.0,184427.0,2723.0,51881.0,132787.0,149132.0,9384.0,45176.0
0.194,277864.0,4055.0,53149.0,1411.0,97158.0,184833.0,2696.0,51908.0,131687.0,150232.0,9228.0,45332.0
0.193,277783.0,4136.0,53126.0,1434.0,96755.0,185236.0,2673.0,51931.0,130604.0,151315.0,9081.0,45479.0
0.192,277731.0,4188.0,53103.0,1457.0,96403.0,185588.0,2651.0,51953.0,129485.0,152434.0,8948.0,45612.0
0.191,277662.0,4257.0,53083.0,1477.0,95979.0,186012.0,2629.0,51975.0,128306.0,153613.0,8802.0,45758.0
0.19,277591.0,4328.0,53065.0,1495.0,95541.0,186450.0,2602.0,52002.0,127210.0,154709.0,8695.0,45865.0
0.189,277517.0,4402.0,53042.0,1518.0,95141.0,186850.0,2585.0,52019.0,126059.0,155860.0,8570.0,45990.0
0.188,277468.0,4451.0,53025.0,1535.0,94727.0,187264.0,2561.0,52043.0,124921.0,156998.0,8434.0,46126.0
0.187,277402.0,4517.0,53002.0,1558.0,94322.0,187669.0,2531.0,52073.0,123875.0,158044.0,8326.0,46234.0
0.186,277326.0,4593.0,52985.0,1575.0,93900.0,188091.0,2502.0,52102.0,122755.0,159164.0,8203.0,46357.0
0.185,277273.0,4646.0,52962.0,1598.0,93498.0,188493.0,2469.0,52135.0,121626.0,160293.0,8071.0,46489.0
0.184,277213.0,4706.0,52939.0,1621.0,93085.0,188906.0,2438.0,52166.0,120478.0,161441.0,7935.0,46625.0
0.183,277158.0,4761.0,52914.0,1646.0,92685.0,189306.0,2414.0,52190.0,119365.0,162554.0,7788.0,46772.0
0.182,277101.0,4818.0,52884.0,1676.0,92268.0,189723.0,2386.0,52218.0,118270.0,163649.0,7659.0,46901.0
0.181,277039.0,4880.0,52856.0,1704.0,91864.0,190127.0,2360.0,52244.0,117142.0,164777.0,7522.0,47038.0
0.18,276975.0,4944.0,52832.0,1728.0,91448.0,190543.0,2342.0,52262.0,116005.0,165914.0,7401.0,47159.0
0.179,276908.0,5011.0,52810.0,1750.0,91000.0,190991.0,2322.0,52282.0,114860.0,167059.0,7283.0,47277.0
0.178,276843.0,5076.0,52784.0,1776.0,90531.0,191460.0,2306.0,52298.0,113746.0,168173.0,7169.0,47391.0
0.177,276781.0,5138.0,52758.0,1802.0,90108.0,191883.0,2282.0,52322.0,112640.0,169279.0,7051.0,47509.0
0.176,276728.0,5191.0,52734.0,1826.0,89671.0,192320.0,2269.0,52335.0,111550.0,170369.0,6931.0,47629.0
0.175,276659.0,5260.0,52714.0,1846.0,89244.0,192747.0,2257.0,52347.0,110428.0,171491.0,6824.0,47736.0
0.174,276595.0,5324.0,52678.0,1882.0,88800.0,193191.0,2224.0,52380.0,109285.0,172634.0,6716.0,47844.0
0.173,276528.0,5391.0,52649.0,1911.0,88374.0,193617.0,2202.0,52402.0,108155.0,173764.0,6607.0,47953.0
0.172,276444.0,5475.0,52611.0,1949.0,87952.0,194039.0,2179.0,52425.0,107071.0,174848.0,6509.0,48051.0
0.171,276378.0,5541.0,52577.0,1983.0,87491.0,194500.0,2163.0,52441.0,105968.0,175951.0,6402.0,48158.0
0.17,276308.0,5611.0,52545.0,2015.0,87036.0,194955.0,2140.0,52464.0,104819.0,177100.0,6292.0,48268.0
0.169,276241.0,5678.0,52508.0,2052.0,86585.0,195406.0,2125.0,52479.0,103679.0,178240.0,6186.0,48374.0
0.168,276170.0,5749.0,52482.0,2078.0,86141.0,195850.0,2107.0,52497.0,102551.0,179368.0,6087.0,48473.0
0.167,276090.0,5829.0,52449.0,2111.0,85681.0,196310.0,2086.0,52518.0,101453.0,180466.0,5968.0,48592.0
0.166,276025.0,5894.0,52417.0,2143.0,85209.0,196782.0,2057.0,52547.0,100362.0,181557.0,5844.0,48716.0
0.165,275950.0,5969.0,52379.0,2181.0,84783.0,197208.0,2026.0,52578.0,99297.0,182622.0,5723.0,48837.0
0.164,275878.0,6041.0,52342.0,2218.0,84329.0,197662.0,2005.0,52599.0,98210.0,183709.0,5631.0,48929.0
0.163,275805.0,6114.0,52312.0,2248.0,83852.0,198139.0,1986.0,52618.0,97055.0,184864.0,5524.0,49036.0
0.162,275735.0,6184.0,52274.0,2286.0,83363.0,198628.0,1969.0,52635.0,95970.0,185949.0,5438.0,49122.0
0.161,275649.0,6270.0,52249.0,2311.0,82920.0,199071.0,1946.0,52658.0,94915.0,187004.0,5354.0,49206.0
0.16,275575.0,6344.0,52213.0,2347.0,82463.0,199528.0,1925.0,52679.0,93887.0,188032.0,5238.0,49322.0
0.159,275495.0,6424.0,52181.0,2379.0,82005.0,199986.0,1915.0,52689.0,92832.0,189087.0,5145.0,49415.0
0.158,275423.0,6496.0,52137.0,2423.0,81523.0,200468.0,1901.0,52703.0,91767.0,190152.0,5072.0,49488.0
0.157,275332.0,6587.0,52097.0,2463.0,81015.0,200976.0,1881.0,52723.0,90648.0,191271.0,4951.0,49609.0
0.156,275254.0,6665.0,52068.0,2492.0,80556.0,201435.0,1856.0,52748.0,89625.0,192294.0,4844.0,49716.0
0.155,275163.0,6756.0,52032.0,2528.0,80089.0,201902.0,1839.0,52765.0,88528.0,193391.0,4740.0,49820.0
0.154,275092.0,6827.0,51990.0,2570.0,79580.0,202411.0,1820.0,52784.0,87449.0,194470.0,4641.0,49919.0
0.153,275019.0,6900.0,51949.0,2611.0,79101.0,202890.0,1796.0,52808.0,86420.0,195499.0,4552.0,50008.0
0.152,274942.0,6977.0,51918.0,2642.0,78600.0,203391.0,1773.0,52831.0,85344.0,196575.0,4462.0,50098.0
0.151,274855.0,7064.0,51878.0,2682.0,78112.0,203879.0,1754.0,52850.0,84265.0,197654.0,4374.0,50186.0
0.15,274778.0,7141.0,51828.0,2732.0,77632.0,204359.0,1739.0,52865.0,83246.0,198673.0,4292.0,50268.0
0.149,274704.0,7215.0,51785.0,2775.0,77158.0,204833.0,1713.0,52891.0,82242.0,199677.0,4206.0,50354.0
0.148,274609.0,7310.0,51744.0,2816.0,76657.0,205334.0,1686.0,52918.0,81213.0,200706.0,4126.0,50434.0
0.147,274499.0,7420.0,51710.0,2850.0,76172.0,205819.0,1678.0,52926.0,80221.0,201698.0,4038.0,50522.0
0.146,274415.0,7504.0,51666.0,2894.0,75689.0,206302.0,1662.0,52942.0,79172.0,202747.0,3950.0,50610.0
0.145,274307.0,7612.0,51624.0,2936.0,75190.0,206801.0,1641.0,52963.0,78114.0,203805.0,3870.0,50690.0
0.144,274208.0,7711.0,51589.0,2971.0,74707.0,207284.0,1619.0,52985.0,77086.0,204833.0,3789.0,50771.0
0.143,274117.0,7802.0,51543.0,3017.0,74241.0,207750.0,1599.0,53005.0,76055.0,205864.0,3706.0,50854.0
0.142,274030.0,7889.0,51504.0,3056.0,73787.0,208204.0,1587.0,53017.0,75097.0,206822.0,3617.0,50943.0
0.141,273907.0,8012.0,51462.0,3098.0,73308.0,208683.0,1565.0,53039.0,74096.0,207823.0,3533.0,51027.0
0.14,273806.0,8113.0,51421.0,3139.0,72801.0,209190.0,1542.0,53062.0,73099.0,208820.0,3454.0,51106.0
0.139,273678.0,8241.0,51381.0,3179.0,72329.0,209662.0,1514.0,53090.0,72144.0,209775.0,3393.0,51167.0
0.138,273578.0,8341.0,51326.0,3234.0,71850.0,210141.0,1489.0,53115.0,71162.0,210757.0,3340.0,51220.0
0.137,273461.0,8458.0,51267.0,3293.0,71392.0,210599.0,1466.0,53138.0,70237.0,211682.0,3273.0,51287.0
0.136,273353.0,8566.0,51230.0,3330.0,70918.0,211073.0,1447.0,53157.0,69256.0,212663.0,3214.0,51346.0
0.135,273222.0,8697.0,51188.0,3372.0,70423.0,211568.0,1431.0,53173.0,68294.0,213625.0,3149.0,51411.0
0.134,273109.0,8810.0,51132.0,3428.0,69937.0,212054.0,1407.0,53197.0,67305.0,214614.0,3089.0,51471.0
0.133,272975.0,8944.0,51091.0,3469.0,69417.0,212574.0,1382.0,53222.0,66386.0,215533.0,3020.0,51540.0
0.132,272854.0,9065.0,51047.0,3513.0,68938.0,213053.0,1356.0,53248.0,65477.0,216442.0,2956.0,51604.0
0.131,272724.0,9195.0,50986.0,3574.0,68438.0,213553.0,1331.0,53273.0,64524.0,217395.0,2904.0,51656.0
0.13,272607.0,9312.0,50927.0,3633.0,67914.0,214077.0,1312.0,53292.0,63604.0,218315.0,2837.0,51723.0
0.129,272473.0,9446.0,50879.0,3681.0,67409.0,214582.0,1288.0,53316.0,62635.0,219284.0,2780.0,51780.0
0.128,272355.0,9564.0,50824.0,3736.0,66881.0,215110.0,1264.0,53340.0,61706.0,220213.0,2719.0,51841.0
0.127,272203.0,9716.0,50772.0,3788.0,66358.0,215633.0,1238.0,53366.0,60814.0,221105.0,2661.0,51899.0
0.126,272053.0,9866.0,50706.0,3854.0,65822.0,216169.0,1218.0,53386.0,59962.0,221957.0,2595.0,51965.0
0.125,271920.0,9999.0,50662.0,3898.0,65322.0,216669.0,1199.0,53405.0,58982.0,222937.0,2532.0,52028.0
0.124,271771.0,10148.0,50597.0,3963.0,64774.0,217217.0,1181.0,53423.0,58085.0,223834.0,2482.0,52078.0
0.123,271620.0,10299.0,50542.0,4018.0,64226.0,217765.0,1162.0,53442.0,57249.0,224670.0,2428.0,52132.0
0.122,271457.0,10462.0,50484.0,4076.0,63727.0,218264.0,1139.0,53465.0,56394.0,225525.0,2374.0,52186.0
0.121,271292.0,10627.0,50421.0,4139.0,63187.0,218804.0,1120.0,53484.0,55518.0,226401.0,2334.0,52226.0
0.12,271138.0,10781.0,50363.0,4197.0,62634.0,219357.0,1105.0,53499.0,54665.0,227254.0,2292.0,52268.0
0.119,270976.0,10943.0,50302.0,4258.0,62147.0,219844.0,1094.0,53510.0,53813.0,228106.0,2238.0,52322.0
0.118,270806.0,11113.0,50241.0,4319.0,61608.0,220383.0,1080.0,53524.0,52995.0,228924.0,2196.0,52364.0
0.117,270660.0,11259.0,50169.0,4391.0,61040.0,220951.0,1059.0,53545.0,52170.0,229749.0,2154.0,52406.0
0.116,270486.0,11433.0,50100.0,4460.0,60490.0,221501.0,1038.0,53566.0,51346.0,230573.0,2101.0,52459.0
0.115,269990.0,11929.0,49859.0,4701.0,59951.0,222040.0,1021.0,53583.0,50509.0,231410.0,2058.0,52502.0
0.114,269391.0,12528.0,49504.0,5056.0,59391.0,222600.0,1012.0,53592.0,49694.0,232225.0,2022.0,52538.0
0.113,269214.0,12705.0,49436.0,5124.0,58861.0,223130.0,995.0,53609.0,48877.0,233042.0,1974.0,52586.0
0.112,269051.0,12868.0,49365.0,5195.0,58349.0,223642.0,979.0,53625.0,48086.0,233833.0,1913.0,52647.0
0.111,268873.0,13046.0,49292.0,5268.0,57778.0,224213.0,969.0,53635.0,47351.0,234568.0,1877.0,52683.0
0.11,268692.0,13227.0,49229.0,5331.0,57241.0,224750.0,952.0,53652.0,46583.0,235336.0,1846.0,52714.0
0.109,268533.0,13386.0,49156.0,5404.0,56660.0,225331.0,936.0,53668.0,45748.0,236171.0,1810.0,52750.0
0.108,268357.0,13562.0,49082.0,5478.0,56091.0,225900.0,921.0,53683.0,45000.0,236919.0,1775.0,52785.0
0.107,268152.0,13767.0,49017.0,5543.0,55525.0,226466.0,910.0,53694.0,44237.0,237682.0,1739.0,52821.0
0.106,267993.0,13926.0,48959.0,5601.0,54914.0,227077.0,899.0,53705.0,43538.0,238381.0,1699.0,52861.0
0.105,267806.0,14113.0,48890.0,5670.0,54330.0,227661.0,884.0,53720.0,42842.0,239077.0,1667.0,52893.0
0.104,267630.0,14289.0,48824.0,5736.0,53758.0,228233.0,868.0,53736.0,42154.0,239765.0,1624.0,52936.0
0.103,267405.0,14514.0,48737.0,5823.0,53157.0,228834.0,854.0,53750.0,41438.0,240481.0,1594.0,52966.0
0.102,267209.0,14710.0,48655.0,5905.0,52572.0,229419.0,843.0,53761.0,40682.0,241237.0,1555.0,53005.0
0.101,266984.0,14935.0,48573.0,5987.0,51984.0,230007.0,825.0,53779.0,39995.0,241924.0,1523.0,53037.0
0.1,266772.0,15147.0,48501.0,6059.0,51418.0,230573.0,814.0,53790.0,39387.0,242532.0,1484.0,53076.0
0.099,266562.0,15357.0,48428.0,6132.0,50785.0,231206.0,800.0,53804.0,38705.0,243214.0,1455.0,53105.0
0.098,266351.0,15568.0,48333.0,6227.0,50198.0,231793.0,792.0,53812.0,38073.0,243846.0,1418.0,53142.0
0.097,266138.0,15781.0,48258.0,6302.0,49634.0,232357.0,774.0,53830.0,37377.0,244542.0,1390.0,53170.0
0.096,265918.0,16001.0,48179.0,6381.0,49095.0,232896.0,761.0,53843.0,36739.0,245180.0,1355.0,53205.0
0.095,265696.0,16223.0,48086.0,6474.0,48517.0,233474.0,753.0,53851.0,36087.0,245832.0,1327.0,53233.0
0.094,265505.0,16414.0,47990.0,6570.0,47914.0,234077.0,745.0,53859.0,35483.0,246436.0,1296.0,53264.0
0.093,265266.0,16653.0,47915.0,6645.0,47314.0,234677.0,732.0,53872.0,34872.0,247047.0,1274.0,53286.0
0.092,265048.0,16871.0,47842.0,6718.0,46762.0,235229.0,715.0,53889.0,34225.0,247694.0,1240.0,53320.0
0.091,264823.0,17096.0,47763.0,6797.0,46214.0,235777.0,699.0,53905.0,33652.0,248267.0,1215.0,53345.0
0.09,264596.0,17323.0,47672.0,6888.0,45642.0,236349.0,684.0,53920.0,33054.0,248865.0,1185.0,53375.0
0.089,264370.0,17549.0,47563.0,6997.0,45089.0,236902.0,673.0,53931.0,32479.0,249440.0,1159.0,53401.0
0.088,264103.0,17816.0,47466.0,7094.0,44491.0,237500.0,657.0,53947.0,31930.0,249989.0,1128.0,53432.0
0.087,263823.0,18096.0,47366.0,7194.0,43919.0,238072.0,642.0,53962.0,31366.0,250553.0,1102.0,53458.0
0.086,263562.0,18357.0,47267.0,7293.0,43315.0,238676.0,631.0,53973.0,30803.0,251116.0,1082.0,53478.0
0.085,263298.0,18621.0,47171.0,7389.0,42698.0,239293.0,618.0,53986.0,30227.0,251692.0,1061.0,53499.0
0.084,263041.0,18878.0,47068.0,7492.0,42139.0,239852.0,610.0,53994.0,29682.0,252237.0,1036.0,53524.0
0.083,262796.0,19123.0,46956.0,7604.0,41585.0,240406.0,604.0,54000.0,29144.0,252775.0,1011.0,53549.0
0.082,262506.0,19413.0,46853.0,7707.0,40996.0,240995.0,598.0,54006.0,28622.0,253297.0,995.0,53565.0
0.081,262277.0,19642.0,46748.0,7812.0,40360.0,241631.0,584.0,54020.0,28108.0,253811.0,977.0,53583.0
0.08,261989.0,19930.0,46650.0,7910.0,39708.0,242283.0,574.0,54030.0,27583.0,254336.0,946.0,53614.0
0.079,261726.0,20193.0,46556.0,8004.0,39104.0,242887.0,560.0,54044.0,27053.0,254866.0,933.0,53627.0
0.078,261463.0,20456.0,46459.0,8101.0,38466.0,243525.0,543.0,54061.0,26514.0,255405.0,914.0,53646.0
