predictor,D009_GlobPlot,D009_GlobPlot,D025_RawMSA,D025_RawMSA,D033_DynaMine,D033_DynaMine
auc,0.624,0.624,0.78,0.78,0.707,0.707
metric,fpr,tpr,fpr,tpr,fpr,tpr
0.281,0.002,0.003,0.543,0.91,0.243,0.525
0.28,0.003,0.003,0.544,0.911,0.246,0.529
0.279,0.003,0.003,0.545,0.912,0.248,0.533
0.278,0.003,0.003,0.546,0.912,0.251,0.537
0.277,0.003,0.003,0.547,0.913,0.253,0.541
0.276,0.005,0.007,0.549,0.914,0.256,0.545
0.275,0.005,0.008,0.55,0.914,0.258,0.549
0.274,0.005,0.008,0.551,0.915,0.261,0.553
0.273,0.005,0.008,0.552,0.915,0.264,0.556
0.272,0.005,0.008,0.553,0.916,0.266,0.56
0.271,0.005,0.008,0.554,0.916,0.269,0.565
0.27,0.005,0.008,0.555,0.917,0.272,0.568
0.269,0.005,0.008,0.557,0.917,0.274,0.572
0.268,0.005,0.008,0.558,0.918,0.277,0.576
0.267,0.005,0.008,0.559,0.919,0.28,0.58
0.266,0.005,0.008,0.56,0.919,0.283,0.584
0.265,0.005,0.008,0.561,0.92,0.285,0.588
0.264,0.005,0.008,0.563,0.92,0.288,0.592
0.263,0.005,0.008,0.564,0.921,0.291,0.596
0.262,0.005,0.009,0.565,0.921,0.294,0.6
0.261,0.005,0.009,0.566,0.922,0.297,0.604
0.26,0.005,0.009,0.567,0.922,0.3,0.608
0.259,0.006,0.009,0.569,0.923,0.303,0.611
0.258,0.006,0.009,0.57,0.924,0.305,0.615
0.257,0.006,0.009,0.571,0.924,0.308,0.618
0.256,0.006,0.009,0.572,0.925,0.311,0.622
0.255,0.006,0.009,0.574,0.925,0.314,0.626
0.254,0.006,0.009,0.575,0.926,0.318,0.63
0.253,0.006,0.009,0.576,0.927,0.321,0.633
0.252,0.006,0.009,0.578,0.927,0.324,0.637
0.251,0.006,0.009,0.579,0.927,0.327,0.64
0.25,0.006,0.009,0.58,0.928,0.33,0.644
0.249,0.006,0.01,0.581,0.928,0.333,0.648
0.248,0.006,0.01,0.583,0.929,0.336,0.651
0.247,0.006,0.01,0.584,0.929,0.339,0.655
0.246,0.006,0.01,0.585,0.929,0.343,0.659
0.245,0.007,0.01,0.586,0.93,0.346,0.663
0.244,0.007,0.01,0.588,0.93,0.349,0.666
0.243,0.007,0.01,0.589,0.931,0.352,0.67
0.242,0.007,0.01,0.59,0.931,0.356,0.674
0.241,0.007,0.011,0.592,0.932,0.359,0.678
0.24,0.007,0.011,0.593,0.932,0.362,0.682
0.239,0.007,0.011,0.594,0.932,0.366,0.686
0.238,0.007,0.011,0.595,0.933,0.369,0.69
0.237,0.007,0.011,0.597,0.933,0.372,0.694
0.236,0.007,0.011,0.598,0.934,0.376,0.698
0.235,0.007,0.012,0.599,0.934,0.379,0.701
0.234,0.007,0.012,0.601,0.935,0.382,0.705
0.233,0.008,0.012,0.602,0.935,0.386,0.709
0.232,0.008,0.012,0.603,0.935,0.389,0.712
0.231,0.008,0.012,0.605,0.936,0.393,0.716
0.23,0.008,0.012,0.606,0.936,0.396,0.72
0.229,0.008,0.013,0.607,0.937,0.4,0.723
0.228,0.008,0.013,0.609,0.937,0.403,0.726
0.227,0.008,0.013,0.61,0.937,0.407,0.73
0.226,0.008,0.013,0.611,0.938,0.41,0.734
0.225,0.008,0.014,0.613,0.938,0.414,0.738
0.224,0.008,0.014,0.614,0.939,0.418,0.741
0.223,0.008,0.014,0.615,0.939,0.421,0.745
0.222,0.009,0.014,0.617,0.939,0.425,0.748
0.221,0.009,0.014,0.618,0.94,0.428,0.752
0.22,0.009,0.014,0.62,0.94,0.432,0.754
0.219,0.009,0.014,0.621,0.941,0.436,0.758
0.218,0.009,0.015,0.622,0.941,0.439,0.761
0.217,0.011,0.02,0.623,0.941,0.443,0.764
0.216,0.011,0.021,0.625,0.942,0.447,0.768
0.215,0.011,0.021,0.626,0.942,0.45,0.771
0.214,0.011,0.021,0.627,0.943,0.454,0.775
0.213,0.011,0.021,0.629,0.943,0.458,0.778
0.212,0.012,0.021,0.63,0.943,0.462,0.781
0.211,0.012,0.021,0.631,0.944,0.465,0.784
0.21,0.012,0.021,0.633,0.944,0.469,0.787
0.209,0.012,0.022,0.634,0.945,0.473,0.79
0.208,0.012,0.022,0.636,0.945,0.477,0.793
0.207,0.012,0.022,0.637,0.945,0.481,0.795
0.206,0.012,0.022,0.638,0.946,0.485,0.798
0.205,0.012,0.022,0.64,0.946,0.489,0.801
0.204,0.013,0.023,0.641,0.946,0.493,0.804
0.203,0.013,0.023,0.643,0.947,0.497,0.807
0.202,0.013,0.023,0.644,0.947,0.501,0.809
0.201,0.013,0.023,0.646,0.948,0.505,0.812
0.2,0.013,0.024,0.647,0.948,0.509,0.815
0.199,0.013,0.024,0.648,0.948,0.513,0.818
0.198,0.014,0.024,0.65,0.949,0.517,0.82
0.197,0.014,0.025,0.651,0.949,0.521,0.823
0.196,0.014,0.025,0.653,0.95,0.525,0.826
0.195,0.014,0.025,0.654,0.95,0.529,0.828
0.194,0.014,0.026,0.655,0.951,0.533,0.831
0.193,0.015,0.026,0.657,0.951,0.537,0.834
0.192,0.015,0.027,0.658,0.951,0.541,0.836
0.191,0.015,0.027,0.66,0.952,0.545,0.839
0.19,0.015,0.027,0.661,0.952,0.549,0.841
0.189,0.016,0.028,0.663,0.953,0.553,0.843
0.188,0.016,0.028,0.664,0.953,0.557,0.845
0.187,0.016,0.029,0.666,0.954,0.561,0.847
0.186,0.016,0.029,0.667,0.954,0.565,0.85
0.185,0.016,0.029,0.668,0.955,0.569,0.852
0.184,0.017,0.03,0.67,0.955,0.573,0.855
0.183,0.017,0.03,0.671,0.956,0.577,0.857
0.182,0.017,0.031,0.673,0.956,0.58,0.86
0.181,0.017,0.031,0.674,0.957,0.584,0.862
0.18,0.018,0.032,0.676,0.957,0.589,0.864
0.179,0.018,0.032,0.677,0.957,0.593,0.867
0.178,0.018,0.033,0.679,0.958,0.597,0.869
0.177,0.018,0.033,0.68,0.958,0.6,0.871
0.176,0.018,0.033,0.682,0.958,0.604,0.873
0.175,0.019,0.034,0.684,0.959,0.608,0.875
0.174,0.019,0.034,0.685,0.959,0.612,0.877
0.173,0.019,0.035,0.687,0.96,0.616,0.879
0.172,0.019,0.036,0.688,0.96,0.62,0.881
0.171,0.02,0.036,0.69,0.96,0.624,0.883
0.17,0.02,0.037,0.691,0.961,0.628,0.885
0.169,0.02,0.038,0.693,0.961,0.632,0.887
0.168,0.02,0.038,0.695,0.961,0.636,0.888
0.167,0.021,0.039,0.696,0.962,0.64,0.891
0.166,0.021,0.039,0.698,0.962,0.644,0.893
0.165,0.021,0.04,0.699,0.963,0.648,0.895
0.164,0.021,0.041,0.701,0.963,0.652,0.897
0.163,0.022,0.041,0.703,0.964,0.656,0.899
0.162,0.022,0.042,0.704,0.964,0.66,0.9
0.161,0.022,0.042,0.706,0.964,0.663,0.902
0.16,0.023,0.043,0.708,0.965,0.667,0.904
0.159,0.023,0.044,0.709,0.965,0.671,0.906
0.158,0.023,0.044,0.711,0.965,0.674,0.907
0.157,0.023,0.045,0.713,0.966,0.678,0.909
0.156,0.024,0.046,0.714,0.966,0.682,0.911
0.155,0.024,0.046,0.716,0.966,0.686,0.913
0.154,0.024,0.047,0.718,0.967,0.69,0.915
0.153,0.024,0.048,0.719,0.967,0.693,0.917
0.152,0.025,0.048,0.721,0.968,0.697,0.918
0.151,0.025,0.049,0.723,0.968,0.701,0.92
0.15,0.025,0.05,0.725,0.968,0.705,0.921
0.149,0.026,0.051,0.726,0.969,0.708,0.923
0.148,0.026,0.052,0.728,0.969,0.712,0.924
0.147,0.026,0.052,0.73,0.969,0.715,0.926
0.146,0.027,0.053,0.732,0.97,0.719,0.928
0.145,0.027,0.054,0.733,0.97,0.723,0.929
0.144,0.027,0.054,0.735,0.97,0.727,0.931
0.143,0.028,0.055,0.737,0.971,0.73,0.932
0.142,0.028,0.056,0.738,0.971,0.734,0.934
0.141,0.028,0.057,0.74,0.971,0.737,0.935
0.14,0.029,0.058,0.742,0.972,0.741,0.937
0.139,0.029,0.058,0.744,0.972,0.744,0.938
0.138,0.03,0.059,0.745,0.973,0.748,0.939
0.137,0.03,0.06,0.747,0.973,0.751,0.94
0.136,0.03,0.061,0.749,0.974,0.754,0.941
0.135,0.031,0.062,0.75,0.974,0.758,0.942
0.134,0.031,0.063,0.752,0.974,0.761,0.943
0.133,0.032,0.064,0.754,0.975,0.765,0.945
0.132,0.032,0.064,0.756,0.975,0.768,0.946
0.131,0.033,0.066,0.757,0.976,0.771,0.947
0.13,0.033,0.067,0.759,0.976,0.774,0.948
0.129,0.034,0.067,0.761,0.976,0.778,0.949
0.128,0.034,0.068,0.763,0.977,0.781,0.95
0.127,0.034,0.069,0.765,0.977,0.784,0.951
0.126,0.035,0.071,0.767,0.978,0.787,0.952
0.125,0.035,0.071,0.768,0.978,0.791,0.954
0.124,0.036,0.073,0.77,0.978,0.794,0.955
0.123,0.037,0.074,0.772,0.979,0.797,0.955
0.122,0.037,0.075,0.774,0.979,0.8,0.956
0.121,0.038,0.076,0.776,0.979,0.803,0.957
0.12,0.038,0.077,0.778,0.98,0.806,0.958
0.119,0.039,0.078,0.78,0.98,0.809,0.959
0.118,0.039,0.079,0.782,0.98,0.812,0.96
0.117,0.04,0.08,0.784,0.981,0.815,0.961
0.116,0.041,0.082,0.785,0.981,0.818,0.961
0.115,0.042,0.086,0.787,0.981,0.821,0.962
0.114,0.044,0.093,0.789,0.981,0.824,0.963
0.113,0.045,0.094,0.791,0.982,0.827,0.964
0.112,0.046,0.095,0.793,0.982,0.829,0.965
0.111,0.046,0.097,0.795,0.982,0.832,0.966
0.11,0.047,0.098,0.797,0.983,0.835,0.966
0.109,0.047,0.099,0.799,0.983,0.838,0.967
0.108,0.048,0.1,0.801,0.983,0.84,0.967
0.107,0.049,0.102,0.803,0.983,0.843,0.968
0.106,0.049,0.103,0.805,0.984,0.846,0.969
0.105,0.05,0.104,0.807,0.984,0.848,0.969
0.104,0.051,0.105,0.809,0.984,0.85,0.97
0.103,0.051,0.107,0.811,0.984,0.853,0.971
0.102,0.052,0.108,0.814,0.985,0.856,0.971
0.101,0.053,0.11,0.816,0.985,0.858,0.972
0.1,0.054,0.111,0.818,0.985,0.86,0.973
0.099,0.054,0.112,0.82,0.985,0.863,0.973
0.098,0.055,0.114,0.822,0.985,0.865,0.974
0.097,0.056,0.116,0.824,0.986,0.867,0.975
0.096,0.057,0.117,0.826,0.986,0.87,0.975
0.095,0.058,0.119,0.828,0.986,0.872,0.976
0.094,0.058,0.12,0.83,0.986,0.874,0.976
0.093,0.059,0.122,0.832,0.987,0.876,0.977
0.092,0.06,0.123,0.834,0.987,0.879,0.977
0.091,0.061,0.125,0.836,0.987,0.881,0.978
0.09,0.061,0.126,0.838,0.987,0.883,0.978
0.089,0.062,0.128,0.84,0.988,0.885,0.979
0.088,0.063,0.13,0.842,0.988,0.887,0.979
0.087,0.064,0.132,0.844,0.988,0.889,0.98
0.086,0.065,0.134,0.846,0.988,0.891,0.98
0.085,0.066,0.135,0.849,0.989,0.893,0.981
0.084,0.067,0.137,0.851,0.989,0.895,0.981
0.083,0.068,0.139,0.853,0.989,0.897,0.981
0.082,0.069,0.141,0.855,0.989,0.898,0.982
0.081,0.07,0.143,0.857,0.989,0.9,0.982
0.08,0.071,0.145,0.859,0.989,0.902,0.983
0.079,0.072,0.147,0.861,0.99,0.904,0.983
0.078,0.073,0.148,0.864,0.99,0.906,0.983
0.077,0.074,0.151,0.866,0.99,0.908,0.984
0.076,0.075,0.152,0.868,0.991,0.909,0.984
0.075,0.076,0.155,0.87,0.991,0.911,0.984
0.074,0.077,0.157,0.873,0.991,0.913,0.985
0.073,0.078,0.159,0.875,0.991,0.914,0.985
0.072,0.079,0.161,0.877,0.992,0.916,0.985
0.071,0.083,0.171,0.879,0.992,0.918,0.985
0.07,0.084,0.174,0.881,0.992,0.919,0.986
0.069,0.085,0.176,0.883,0.992,0.921,0.986
0.068,0.086,0.179,0.886,0.992,0.923,0.986
0.067,0.088,0.181,0.888,0.993,0.924,0.987
0.066,0.089,0.184,0.89,0.993,0.926,0.987
0.065,0.09,0.186,0.892,0.993,0.927,0.987
0.064,0.091,0.188,0.894,0.993,0.929,0.988
0.063,0.093,0.19,0.896,0.994,0.93,0.988
0.062,0.094,0.193,0.898,0.994,0.931,0.988
0.061,0.095,0.195,0.9,0.994,0.933,0.988
0.06,0.097,0.197,0.903,0.994,0.934,0.988
0.059,0.098,0.2,0.905,0.995,0.935,0.989
0.058,0.099,0.202,0.907,0.995,0.936,0.989
0.057,0.101,0.205,0.909,0.995,0.938,0.989
0.056,0.102,0.207,0.911,0.995,0.939,0.989
0.055,0.103,0.209,0.914,0.995,0.94,0.989
0.054,0.105,0.212,0.916,0.996,0.942,0.989
0.053,0.106,0.214,0.918,0.996,0.943,0.99
0.052,0.107,0.217,0.92,0.996,0.944,0.99
0.051,0.109,0.219,0.922,0.996,0.945,0.99
0.05,0.111,0.222,0.924,0.996,0.946,0.99
0.049,0.112,0.225,0.926,0.996,0.947,0.99
0.048,0.114,0.227,0.928,0.996,0.948,0.991
0.047,0.115,0.23,0.93,0.996,0.949,0.991
0.046,0.117,0.233,0.932,0.997,0.95,0.991
0.045,0.119,0.235,0.934,0.997,0.951,0.991
0.044,0.12,0.238,0.936,0.997,0.952,0.991
0.043,0.122,0.241,0.938,0.997,0.953,0.992
0.042,0.124,0.244,0.939,0.997,0.954,0.992
0.041,0.126,0.247,0.941,0.997,0.955,0.992
0.04,0.127,0.25,0.943,0.997,0.956,0.992
0.039,0.129,0.253,0.945,0.997,0.957,0.992
0.038,0.131,0.255,0.947,0.997,0.958,0.993
0.037,0.133,0.258,0.949,0.997,0.959,0.993
0.036,0.135,0.261,0.95,0.997,0.959,0.993
0.035,0.137,0.263,0.952,0.998,0.96,0.993
0.034,0.139,0.266,0.954,0.998,0.961,0.993
0.033,0.141,0.269,0.955,0.998,0.962,0.993
0.032,0.143,0.271,0.957,0.998,0.963,0.994
0.031,0.144,0.274,0.959,0.998,0.964,0.994
0.03,0.146,0.277,0.961,0.998,0.964,0.994
0.029,0.149,0.28,0.962,0.998,0.965,0.994
0.028,0.151,0.283,0.964,0.998,0.966,0.994
0.027,0.153,0.286,0.965,0.998,0.967,0.994
0.026,0.155,0.289,0.967,0.998,0.967,0.994
0.025,0.157,0.292,0.968,0.999,0.968,0.995
0.024,0.159,0.295,0.97,0.999,0.969,0.995
0.023,0.161,0.298,0.971,0.999,0.969,0.995
0.022,0.163,0.301,0.972,0.999,0.97,0.995
0.021,0.166,0.305,0.974,0.999,0.97,0.995
0.02,0.168,0.308,0.975,0.999,0.971,0.995
0.019,0.17,0.312,0.976,0.999,0.972,0.995
0.018,0.173,0.315,0.978,0.999,0.972,0.995
0.017,0.175,0.318,0.979,0.999,0.973,0.995
0.016,0.177,0.321,0.98,0.999,0.973,0.995
0.015,0.18,0.324,0.981,1.0,0.974,0.996
0.014,0.183,0.328,0.982,1.0,0.974,0.996
0.013,0.185,0.332,0.983,1.0,0.975,0.996
0.012,0.187,0.335,0.985,1.0,0.975,0.996
0.011,0.19,0.338,0.986,1.0,0.976,0.996
0.01,0.193,0.342,0.987,1.0,0.976,0.996
0.009,0.196,0.346,0.988,1.0,0.977,0.996
0.008,0.198,0.349,0.989,1.0,0.977,0.996
0.007,0.201,0.352,0.99,1.0,0.978,0.996
0.006,0.203,0.356,0.991,1.0,0.978,0.996
0.005,0.206,0.36,0.991,1.0,0.979,0.996
0.004,0.211,0.369,0.992,1.0,0.979,0.996
0.003,0.213,0.373,0.993,1.0,0.98,0.997
0.002,0.216,0.377,0.994,1.0,0.98,0.997
0.001,0.219,0.38,0.994,1.0,0.98,0.997
0.0,0.221,0.383,0.995,1.0,0.981,0.997
-0.001,0.225,0.39,0.995,1.0,0.981,0.997
-0.002,0.228,0.394,0.996,1.0,0.981,0.997
-0.003,0.231,0.398,0.996,1.0,0.982,0.997
-0.004,0.234,0.402,0.997,1.0,0.982,0.997
-0.005,0.237,0.406,0.997,1.0,0.982,0.997
-0.006,0.24,0.41,0.998,1.0,0.983,0.997
-0.007,0.243,0.414,0.998,1.0,0.983,0.997
-0.008,0.247,0.418,0.998,1.0,0.984,0.997
-0.009,0.25,0.423,0.999,1.0,0.984,0.997
-0.01,0.253,0.427,0.999,1.0,0.984,0.998
-0.011,0.257,0.432,0.999,1.0,0.984,0.998
-0.012,0.26,0.435,0.999,1.0,0.985,0.998
-0.013,0.263,0.439,0.999,1.0,0.985,0.998
-0.014,0.266,0.443,0.999,1.0,0.985,0.998
-0.015,0.27,0.447,1.0,1.0,0.986,0.998
-0.016,0.273,0.45,1.0,1.0,0.986,0.998
-0.017,0.277,0.454,1.0,1.0,0.986,0.998
-0.018,0.281,0.459,1.0,1.0,0.987,0.998
-0.019,0.284,0.464,1.0,1.0,0.987,0.998
-0.02,0.288,0.467,1.0,1.0,0.987,0.998
-0.021,0.291,0.472,1.0,1.0,0.987,0.998
-0.022,0.295,0.475,1.0,1.0,0.988,0.998
-0.023,0.299,0.479,1.0,1.0,0.988,0.998
-0.024,0.302,0.483,,,0.988,0.998
-0.025,0.307,0.487,,,0.988,0.998
-0.026,0.311,0.491,,,0.989,0.998
-0.027,0.314,0.495,,,0.989,0.998
-0.028,0.318,0.499,,,0.989,0.998
-0.029,0.322,0.504,,,0.989,0.998
-0.03,0.326,0.508,,,0.99,0.998
-0.031,0.33,0.512,,,0.99,0.998
-0.032,0.334,0.516,,,0.99,0.998
-0.033,0.338,0.52,,,0.99,0.998
-0.034,0.342,0.525,,,0.99,0.998
-0.035,0.347,0.53,,,0.991,0.998
-0.036,0.351,0.535,,,0.991,0.998
-0.037,0.355,0.539,,,0.991,0.998
-0.038,0.359,0.543,,,0.991,0.998
-0.039,0.363,0.547,,,0.991,0.999
-0.04,0.368,0.552,,,0.992,0.999
-0.041,0.372,0.555,,,0.992,0.999
-0.042,0.377,0.559,,,0.992,0.999
-0.043,0.381,0.564,,,0.992,0.999
-0.044,0.386,0.568,,,0.992,0.999
-0.045,0.391,0.573,,,0.993,0.999
-0.046,0.395,0.577,,,0.993,0.999
-0.047,0.399,0.581,,,0.993,0.999
-0.048,0.404,0.586,,,0.993,0.999
-0.049,0.409,0.589,,,0.993,0.999
-0.05,0.415,0.6,,,0.993,0.999
-0.051,0.421,0.605,,,0.994,0.999
-0.052,0.425,0.609,,,0.994,0.999
-0.053,0.43,0.613,,,0.994,0.999
-0.054,0.435,0.617,,,0.994,0.999
-0.055,0.439,0.621,,,0.994,0.999
-0.056,0.443,0.625,,,0.994,0.999
-0.057,0.448,0.629,,,0.994,0.999
-0.058,0.453,0.634,,,0.994,0.999
-0.059,0.458,0.638,,,0.994,0.999
-0.06,0.463,0.642,,,0.995,0.999
-0.061,0.468,0.647,,,0.995,0.999
-0.062,0.473,0.651,,,0.995,0.999
-0.063,0.477,0.654,,,0.995,0.999
-0.064,0.482,0.658,,,0.995,0.999
-0.065,0.487,0.663,,,0.995,0.999
-0.066,0.492,0.667,,,0.995,0.999
-0.067,0.497,0.671,,,0.995,0.999
-0.068,0.502,0.675,,,0.995,0.999
-0.069,0.506,0.679,,,0.995,0.999
-0.07,0.512,0.683,,,0.996,0.999
-0.071,0.517,0.687,,,0.996,0.999
-0.072,0.522,0.691,,,0.996,0.999
-0.073,0.527,0.696,,,0.996,0.999
-0.074,0.532,0.7,,,0.996,0.999
-0.075,0.537,0.703,,,0.996,0.999
-0.076,0.542,0.707,,,0.996,0.999
-0.077,0.547,0.712,,,0.996,0.999
-0.078,0.551,0.715,,,0.996,0.999
-0.079,0.556,0.718,,,0.996,0.999
-0.08,0.561,0.723,,,0.996,0.999
-0.081,0.566,0.727,,,0.996,0.999
-0.082,0.571,0.731,,,0.997,1.0
-0.083,0.576,0.736,,,0.997,1.0
-0.084,0.581,0.74,,,0.997,1.0
-0.085,0.586,0.743,,,0.997,1.0
-0.086,0.592,0.748,,,0.997,1.0
-0.087,0.597,0.751,,,0.997,1.0
-0.088,0.604,0.759,,,0.997,1.0
-0.089,0.608,0.762,,,0.997,1.0
-0.09,0.613,0.766,,,0.997,1.0
-0.091,0.618,0.77,,,0.997,1.0
-0.092,0.623,0.774,,,0.997,1.0
-0.093,0.629,0.777,,,0.997,1.0
-0.094,0.634,0.785,,,0.997,1.0
-0.095,0.64,0.788,,,0.997,1.0
-0.096,0.645,0.791,,,0.997,1.0
-0.097,0.65,0.795,,,0.998,1.0
-0.098,0.654,0.798,,,0.998,1.0
-0.099,0.66,0.801,,,0.998,1.0
-0.1,0.665,0.805,,,0.998,1.0
-0.101,0.67,0.808,,,0.998,1.0
-0.102,0.677,0.818,,,0.998,1.0
-0.103,0.682,0.821,,,0.998,1.0
-0.104,0.688,0.826,,,0.998,1.0
-0.105,0.693,0.829,,,0.998,1.0
-0.106,0.698,0.832,,,0.998,1.0
-0.107,0.703,0.835,,,0.998,1.0
-0.108,0.708,0.838,,,0.998,1.0
-0.109,0.712,0.841,,,0.998,1.0
-0.11,0.717,0.844,,,0.998,1.0
-0.111,0.721,0.847,,,0.998,1.0
-0.112,0.726,0.849,,,0.998,1.0
-0.113,0.733,0.856,,,0.998,1.0
-0.114,0.737,0.859,,,0.998,1.0
-0.115,0.742,0.862,,,0.998,1.0
-0.116,0.746,0.865,,,0.998,1.0
-0.117,0.751,0.868,,,0.998,1.0
-0.118,0.756,0.87,,,0.999,1.0
-0.119,0.761,0.873,,,0.999,1.0
-0.12,0.765,0.876,,,0.999,1.0
-0.121,0.77,0.879,,,0.999,1.0
-0.122,0.775,0.882,,,0.999,1.0
-0.123,0.779,0.884,,,0.999,1.0
-0.124,0.783,0.887,,,0.999,1.0
-0.125,0.787,0.889,,,0.999,1.0
-0.126,0.791,0.891,,,0.999,1.0
-0.127,0.795,0.893,,,0.999,1.0
-0.128,0.799,0.896,,,0.999,1.0
-0.129,0.804,0.898,,,0.999,1.0
-0.13,0.808,0.901,,,0.999,1.0
-0.131,0.814,0.909,,,0.999,1.0
-0.132,0.818,0.912,,,0.999,1.0
-0.133,0.822,0.914,,,0.999,1.0
-0.134,0.826,0.916,,,0.999,1.0
-0.135,0.83,0.918,,,0.999,1.0
-0.136,0.833,0.92,,,0.999,1.0
-0.137,0.837,0.921,,,0.999,1.0
-0.138,0.841,0.923,,,0.999,1.0
-0.139,0.844,0.925,,,0.999,1.0
-0.14,0.848,0.927,,,0.999,1.0
-0.141,0.852,0.928,,,0.999,1.0
-0.142,0.855,0.93,,,0.999,1.0
-0.143,0.858,0.932,,,0.999,1.0
-0.144,0.862,0.933,,,0.999,1.0
-0.145,0.865,0.935,,,0.999,1.0
-0.146,0.868,0.937,,,,
-0.147,0.871,0.938,,,1.0,1.0
-0.148,0.874,0.94,,,1.0,1.0
-0.149,0.877,0.941,,,1.0,1.0
-0.15,0.88,0.943,,,1.0,1.0
-0.151,0.883,0.944,,,1.0,1.0
-0.152,0.886,0.945,,,1.0,1.0
-0.153,0.889,0.947,,,1.0,1.0
-0.154,0.892,0.948,,,1.0,1.0
-0.155,0.895,0.95,,,1.0,1.0
-0.156,0.898,0.951,,,1.0,1.0
-0.157,0.9,0.952,,,1.0,1.0
-0.158,0.903,0.954,,,1.0,1.0
-0.159,0.906,0.955,,,1.0,1.0
-0.16,0.908,0.956,,,1.0,1.0
-0.161,0.911,0.957,,,1.0,1.0
-0.162,0.913,0.958,,,1.0,1.0
-0.163,0.916,0.959,,,1.0,1.0
-0.164,0.918,0.96,,,1.0,1.0
-0.165,0.921,0.961,,,1.0,1.0
-0.166,0.923,0.962,,,1.0,1.0
-0.167,0.925,0.963,,,1.0,1.0
-0.168,0.927,0.964,,,1.0,1.0
-0.169,0.933,0.971,,,1.0,1.0
-0.17,0.935,0.971,,,1.0,1.0
-0.171,0.937,0.972,,,1.0,1.0
-0.172,0.939,0.973,,,1.0,1.0
-0.173,0.941,0.974,,,1.0,1.0
-0.174,0.943,0.975,,,1.0,1.0
-0.175,0.945,0.975,,,1.0,1.0
-0.176,0.947,0.976,,,1.0,1.0
-0.177,0.948,0.977,,,1.0,1.0
-0.178,0.95,0.977,,,,
-0.179,0.952,0.978,,,1.0,1.0
-0.18,0.954,0.979,,,1.0,1.0
-0.181,0.955,0.979,,,1.0,1.0
-0.182,0.957,0.979,,,1.0,1.0
-0.183,0.958,0.98,,,1.0,1.0
-0.184,0.96,0.981,,,1.0,1.0
-0.185,0.961,0.981,,,,
-0.186,0.962,0.982,,,,
-0.187,0.964,0.982,,,,
-0.188,0.965,0.982,,,,
-0.189,0.966,0.983,,,,
-0.19,0.967,0.983,,,,
-0.191,0.968,0.984,,,1.0,1.0
-0.192,0.969,0.984,,,1.0,1.0
-0.193,0.972,0.988,,,,
-0.194,0.973,0.988,,,,
-0.195,0.974,0.989,,,,
-0.196,0.975,0.989,,,1.0,1.0
-0.197,0.976,0.99,,,,
-0.198,0.977,0.99,,,1.0,1.0
-0.199,0.978,0.991,,,,
-0.2,0.979,0.991,,,,
-0.201,0.979,0.991,,,1.0,1.0
-0.202,0.98,0.992,,,1.0,1.0
-0.203,0.981,0.992,,,,
-0.204,0.982,0.992,,,,
-0.205,0.982,0.992,,,,
-0.206,0.983,0.993,,,,
-0.207,0.984,0.993,,,,
-0.208,0.984,0.993,,,,
-0.209,0.985,0.994,,,1.0,1.0
-0.21,0.985,0.994,,,1.0,1.0
-0.211,0.987,0.997,,,,
-0.212,0.988,0.997,,,,
-0.213,0.988,0.997,,,,
-0.214,0.989,0.997,,,1.0,1.0
-0.215,0.989,0.998,,,,
-0.216,0.99,0.998,,,1.0,1.0
-0.217,0.99,0.998,,,,
-0.218,0.991,0.998,,,1.0,1.0
-0.219,0.991,0.998,,,,
-0.22,0.992,0.999,,,1.0,1.0
-0.221,0.992,0.999,,,1.0,1.0
-0.222,0.992,0.999,,,1.0,1.0
-0.223,0.993,0.999,,,,
-0.224,0.993,0.999,,,1.0,1.0
-0.225,0.994,0.999,,,,
-0.226,0.994,0.999,,,,
-0.227,0.994,0.999,,,1.0,1.0
-0.228,0.995,0.999,,,1.0,1.0
-0.229,0.995,0.999,,,1.0,1.0
-0.23,0.995,1.0,,,,
-0.231,0.995,1.0,,,,
-0.232,0.996,1.0,,,,
-0.233,0.996,1.0,,,,
-0.234,0.996,1.0,,,,
-0.235,0.996,1.0,,,,
-0.236,0.997,1.0,,,,
-0.237,0.997,1.0,,,,
-0.238,0.997,1.0,,,1.0,1.0
-0.239,0.997,1.0,,,,
-0.24,0.997,1.0,,,1.0,1.0
-0.241,0.997,1.0,,,,
-0.242,0.997,1.0,,,,
-0.243,0.998,1.0,,,,
-0.244,0.998,1.0,,,,
-0.245,0.998,1.0,,,1.0,1.0
-0.246,0.998,1.0,,,,
-0.247,0.998,1.0,,,,
-0.248,0.998,1.0,,,,
-0.249,0.998,1.0,,,,
-0.25,0.998,1.0,,,,
-0.251,0.998,1.0,,,,
-0.252,0.999,1.0,,,,
-0.253,0.999,1.0,,,,
-0.254,0.999,1.0,,,,
-0.255,0.999,1.0,,,,
-0.256,0.999,1.0,,,,
-0.257,0.999,1.0,,,,
-0.258,0.999,1.0,,,,
-0.259,0.999,1.0,,,,
-0.26,0.999,1.0,,,,
-0.261,0.999,1.0,,,,
-0.262,0.999,1.0,,,,
-0.263,0.999,1.0,,,,
-0.264,0.999,1.0,,,,
-0.265,0.999,1.0,,,,
-0.266,0.999,1.0,,,,
-0.267,0.999,1.0,,,,
-0.268,0.999,1.0,,,,
-0.269,0.999,1.0,,,,
-0.27,0.999,1.0,,,,
-0.271,0.999,1.0,,,,
-0.272,0.999,1.0,,,,
